State_FIPS_Code,County_FIPS_Code,LBW,LBW_Ind,VLBW,VLBW_Ind,Premature,Premature_Ind,Under_18,Under_18_Ind,Over_40,Over_40_Ind,Unmarried,Unmarried_Ind,Late_Care,Late_Care_Ind,Infant_Mortality,Infant_Mortality_Ind,IM_Wh_Non_Hisp,IM_Wh_Non_Hisp_Ind,IM_Bl_Non_Hisp,IM_Bl_Non_Hisp_Ind,IM_Hisp,IM_Hisp_Ind,IM_Neonatal,IM_Neonatal_Ind,IM_Postneonatal,IM_Postneonatal_Ind,Brst_Cancer,Brst_Cancer_Ind,Col_Cancer,Col_Cancer_Ind,CHD,CHD_Ind,Homicide,Homicide_Ind,Lung_Cancer,Lung_Cancer_Ind,MVA,MVA_Ind,Stroke,Stroke_Ind,Suicide,Suicide_Ind,Injury,Injury_Ind,Total_Births,Total_Deaths
1,1,8.1,4,1.6,4,14.3,4,5.1,4,1.4,3,28,3,12.9,3,5.9,3,4.2,3,13,4,-1111.1,-1,3,3,3,4,34.1,4,15.9,3,172.4,3,6.7,4,65.3,4,27.3,4,73.9,4,16.6,4,23,4,3048,1867
1,3,8.6,4,1.9,4,15.3,4,4.3,4,1.9,3,25.4,3,15.3,3,7.1,3,5.7,3,13.5,3,-1111.1,-1,5.7,4,1.5,3,22.5,3,15.3,3,156.5,3,5.4,4,62.1,4,25.1,4,48.7,3,14.3,4,30.1,4,5471,4388
1,5,11,4,1.9,4,16.7,4,7.7,4,1.1,3,50.2,4,26,4,7.1,3,5.5,3,9.4,4,-1111.1,-1,5.4,4,1.6,3,30.5,4,23.4,4,95.3,3,11.8,4,70.6,4,26.2,3,84.5,4,10.3,3,29.6,4,1835,1538
1,7,8.7,4,1.7,4,13.7,4,6.5,4,0.9,3,30.2,3,16.3,3,9.8,4,9.2,4,12.2,4,-1111.1,-1,7.1,4,2.7,4,30.1,4,17.4,3,184.7,3,8,4,64.6,4,35.4,4,144.6,4,14.8,4,30,4,2801,2012
1,9,7.6,4,1.5,4,12.8,4,5,4,1.3,3,19.3,3,16.7,4,9,4,7.5,4,-1111.1,-1,10.9,4,5.4,4,3.6,4,30.2,4,16.8,3,148.2,3,5.3,4,71.7,4,27.4,4,47.3,3,14.4,4,24.4,4,3318,2453
1,11,13.7,4,2.8,4,22.6,4,10.8,4,1.2,4,66.6,4,34.4,4,13.3,4,-1111.1,-1,13.3,4,-1111.1,-1,7,4,6.3,4,30.4,4,23,4,221.4,4,10.7,4,49.9,3,52.2,4,67.8,4,-1111.1,-1,34.2,4,1604,1381
1,13,9.8,3,1.8,3,15.7,4,9,3,1.2,4,50.2,4,20.3,3,5.8,3,3.3,3,7.2,3,-1111.1,-1,3.1,3,2.7,3,20.5,3,17.8,3,229,4,17.3,4,52.5,3,37.7,4,84.5,4,11.9,3,30.5,4,2874,2857
1,15,9,4,1.9,4,14.1,4,4.8,4,0.8,3,26.3,3,12.1,3,9.5,4,7.2,3,17.3,4,-1111.1,-1,6.1,4,3.4,4,26.4,4,18.4,3,189.3,3,8.6,4,73.5,4,25.5,4,79.2,4,13.6,3,27.4,4,4429,3915
1,17,9.3,4,2,4,15.2,4,7.3,4,0.9,3,49.4,4,17.6,4,7.5,3,5.5,3,10.2,3,-1111.1,-1,5.3,3,2.2,3,25.3,4,13.8,3,110.8,3,8.2,4,63.1,3,27.9,4,97.6,4,12.8,3,26.8,4,2271,2424
1,19,8.4,4,1.2,4,12.2,4,7.6,4,0.9,3,26.1,3,14.1,3,7.4,4,6.3,3,-1111.1,-1,-1111.1,-1,3.7,3,3.7,4,11,3,15.3,3,160.4,3,-1111.1,-1,54.1,3,32.7,4,59,3,17.7,4,27,4,2659,2609
1,21,9.1,4,1.7,4,14.6,4,5.7,4,0.9,3,22.9,3,22.2,4,10.5,4,10.6,4,16.6,4,-1111.1,-1,7.9,4,2.6,4,16.2,3,13.7,3,188.1,3,5.5,4,63.6,3,34.8,4,70.3,4,13.3,4,32.8,4,2671,2065
1,23,10.2,4,1.4,3,13.6,3,7.3,3,0.9,4,42.7,3,24.4,3,10.8,4,7.9,4,14,4,-1111.1,-1,7.2,4,3.6,4,30.2,4,21.1,4,221,3,13.6,4,65.7,4,48.2,4,84.1,4,9.4,3,19.1,3,2152,1742
1,25,9.8,4,2.2,4,17.6,4,7.1,3,0.8,3,42.5,3,25.7,4,7.1,3,5.2,3,8.9,3,-1111.1,-1,4,3,3,3,21.4,3,25.6,4,190.2,3,11.1,4,52.7,3,49.1,4,75,4,8.9,3,22.4,3,1984,1444
1,27,8.2,4,1.7,4,13.2,4,6.9,4,0.6,3,27.9,3,17.4,4,10.2,4,6.5,3,28.8,4,-1111.1,-1,9.5,4,0.6,3,14.4,3,12.5,3,222.8,4,8.4,4,54.2,3,31,4,66.9,4,11.2,3,31.9,4,1748,1706
1,29,8.5,3,1.7,4,12.3,3,6.7,4,0.8,3,14.8,3,11.9,3,7,3,5.5,3,-1111.1,-1,-1111.1,-1,4.5,3,2.6,4,12.7,3,14.9,3,148.9,3,14.6,4,50.1,3,35.5,4,47.6,3,30.1,4,26.1,3,1706,1540
1,31,8.9,4,1.2,3,14.8,4,5.4,4,1.1,3,26.9,3,17.1,4,2.9,3,1,3,6.7,3,-1111.1,-1,1.4,3,1.4,3,23.8,4,17.7,3,191.7,3,-1111.1,-1,73.8,4,18.9,3,60.7,3,13.1,4,19.2,3,2762,2210
1,33,10.4,4,1.9,4,15.8,4,5.6,4,0.9,3,31.3,3,15.7,4,8.2,4,8,4,10.4,4,-1111.1,-1,4.4,4,3.8,4,34.6,4,25.8,4,171.1,3,6.3,4,64.9,4,27.9,4,75.2,4,15.1,4,27.4,4,3166,3087
1,35,12.7,4,2.7,4,19.2,4,6.7,3,1.1,4,49.1,4,30.6,4,14.4,4,5.7,3,20.1,4,-1111.1,-1,11.4,4,3,3,25.9,3,19.3,3,189.1,3,18,4,58.4,3,39.1,4,79.2,4,13.2,3,29.8,4,1872,1832
1,37,12.3,4,2.6,4,16.7,4,7.5,4,0.9,3,43.7,4,18.5,4,13.9,4,5.8,3,26.5,4,-1111.1,-1,6.1,4,7.8,4,24.3,3,19.6,3,180.2,3,12.3,4,61.4,3,39.2,4,52.6,3,-1111.1,-1,21.7,3,1273,1174
1,39,8.6,4,1.7,4,13.4,4,5.7,3,0.8,3,33.1,3,18.3,3,6.2,3,6,3,-1111.1,-1,-1111.1,-1,4,3,2.2,3,25.6,4,17.1,3,172.7,3,9.3,4,76.1,4,30.1,4,79.4,4,10.7,3,24.4,3,2247,2499
1,41,8.3,4,1.7,4,14,4,6.8,3,0.9,3,37,4,15.6,3,11.4,4,9.7,4,16.4,4,-1111.1,-1,5.7,4,5.7,4,26.7,3,16.7,3,152.3,3,16.2,4,65.9,3,39.1,4,61.1,3,11.2,3,28.9,4,1745,1825
1,43,8.8,4,1.2,3,14.5,4,4.6,4,1.2,3,20.7,3,11,3,6.9,4,7,4,-1111.1,-1,-1111.1,-1,5.1,4,1.8,3,26.6,4,16.7,3,203.6,4,-1111.1,-1,67.7,4,28.6,4,71.1,4,9.1,3,24.6,4,4897,4405
1,45,8.4,4,1.6,4,14.1,4,4.1,3,0.9,3,28.1,3,12.6,3,7.9,4,7.5,4,7.9,4,-1111.1,-1,5.3,4,2.6,3,19.3,3,20,3,195.9,3,4.2,3,72.3,4,24.5,3,56.7,3,10.8,3,24,4,3789,2259
1,47,11.6,4,2.5,4,17.6,4,9.1,4,1.1,4,66.6,4,30.5,4,9.6,4,6.9,4,10.4,4,-1111.1,-1,4.5,3,5,4,26.1,3,31.5,4,185.3,3,13.6,4,65.9,3,27.7,3,81.4,4,8.4,3,28.1,4,3767,2752
1,49,9.1,4,1.4,4,15.8,4,5.5,4,0.9,3,26.6,3,22,4,7.7,3,7.6,4,-1111.1,-1,8.9,4,3.9,3,3.9,4,23.1,3,13.7,3,171.9,3,4.2,4,49.9,3,30.3,4,58.6,3,10.9,3,26.7,4,4665,3326
1,51,8.6,4,1.7,4,14.2,4,4.8,4,1.5,3,31,4,13.3,3,7.6,4,4.9,3,16.3,4,-1111.1,-1,4.7,4,3,4,34.1,4,16.9,3,138.8,3,5.2,4,63.8,4,19,4,60.4,3,8.5,3,26.3,4,4707,2823
1,53,11.2,4,2.7,4,16.9,4,6,3,1.5,4,43,4,21.3,4,12.3,4,10,4,16.6,4,-1111.1,-1,7.9,4,4.4,4,32.3,4,14.4,3,221.2,4,6.9,3,67.1,4,29.1,3,72,4,11,3,25.2,3,2519,2151
1,55,8.5,4,1.3,3,13.6,4,5.9,4,1,3,30.2,3,19.1,4,8.7,4,7.3,4,10.5,3,-1111.1,-1,4.5,3,4.2,4,27.7,4,16.2,3,188.6,3,10.8,4,71.7,4,21.8,4,63.5,4,15.7,4,24.6,3,3810,4020
1,57,8.7,4,1.4,4,13.4,4,8.1,4,0.7,3,22.6,3,11.7,3,7.3,3,6,3,-1111.1,-1,-1111.1,-1,5.2,4,2.1,3,19.2,3,15.6,3,157.6,3,7.4,4,60,3,36.4,4,61.4,3,12,3,25.7,3,2145,2224
1,59,7.7,4,1.3,4,14.2,4,5.1,4,0.7,3,20.4,3,19.4,4,11.5,4,11.2,4,-1111.1,-1,-1111.1,-1,8.3,4,3.2,4,33.3,4,15.5,3,173.3,3,-1111.1,-1,70.1,4,41.9,4,87,4,13.8,3,30.9,4,2169,1902
1,61,7.7,4,0.7,3,11.9,3,7.2,4,0.6,3,25.3,3,19.4,4,7.1,4,6.2,3,-1111.1,-1,-1111.1,-1,3.3,3,3.7,4,22.8,3,14.6,3,212,3,8.6,4,68.3,3,34.8,4,63.2,3,13.3,3,25.5,4,3007,3080
1,63,13.4,4,3.2,4,18.9,4,9.5,4,1.5,4,70.8,4,37,4,10.2,4,-1111.1,-1,10.6,3,-1111.1,-1,5.8,4,4.4,4,39.4,4,16.9,3,151.1,3,24,4,51.5,3,41.9,4,53.2,3,15,4,25.9,4,1568,1193
1,65,11.5,4,2.9,4,17,4,9,3,1.1,4,54.1,4,27,4,13.8,4,8.4,4,16.4,4,-1111.1,-1,8.2,4,5.6,4,29.5,4,21.4,3,184.8,3,11.1,4,61.7,3,40.4,4,82.7,4,7,3,24.7,3,2568,1960
1,67,9.7,4,2.6,4,13.9,4,6.3,4,1,3,37.5,4,18.1,4,7.6,4,4.5,3,13.2,4,-1111.1,-1,6.5,4,1.1,3,31.4,4,17.2,3,181.8,3,9.7,4,62.8,3,31.8,4,78.7,4,8.9,3,15.8,3,2070,1898
1,69,8.6,4,2.1,4,13.1,4,5.2,4,1.1,3,36.9,4,18.1,4,8,4,6.9,4,10.4,3,-1111.1,-1,5.1,4,2.9,4,29,4,16.8,3,152.8,3,5.4,3,61.3,3,22.9,3,55.8,3,7.6,3,19.1,3,6497,4329
1,71,9.3,4,1.6,4,14.4,4,4.5,4,0.6,3,27.6,3,13.6,3,6.4,3,6.5,3,-1111.1,-1,-1111.1,-1,4.6,3,1.8,3,26.4,4,19.7,3,187.2,4,5.2,4,69.3,4,32.2,4,63.8,3,12.5,4,27.6,4,3279,2871
1,73,10.8,4,2.4,4,16,4,4.7,4,2,3,40.2,3,18.1,3,11.3,4,6.4,4,16.6,4,8,4,7.6,4,3.7,4,27.2,3,22,4,145.6,3,17,4,59.6,4,17.3,4,80.7,4,11.3,4,28.8,4,27118,21937
1,75,8.9,4,2.5,4,14,4,4.8,3,0.6,3,20.3,3,10.8,3,15.6,4,14.1,4,25.9,4,-1111.1,-1,12,4,3.6,4,23.9,3,21.6,3,167.3,3,-1111.1,-1,64.9,4,44.7,4,71.6,4,13.7,4,29.8,4,1870,1985
1,77,9.6,4,1.3,4,17.6,4,3.9,4,1.1,3,26.9,3,7.3,3,5.4,3,5.7,3,4.8,4,-1111.1,-1,2.8,3,2.6,4,25.8,4,18.5,3,133.4,3,4,4,60.5,4,22.3,4,71.5,4,12.6,4,22.2,3,4995,4541
1,79,8.2,3,1.6,4,12.9,3,5.5,4,1,3,28,3,13.1,3,5.3,3,4.6,3,-1111.1,-1,-1111.1,-1,2.9,3,2.4,3,19.1,3,14.3,3,207.7,4,6.1,4,59.1,3,35,4,78,4,10.9,3,27,4,2080,1740
1,81,7.9,3,1.8,4,12.3,3,4.5,4,1.7,4,23.4,3,14.2,3,8.3,4,5.6,3,15.3,4,-1111.1,-1,4.6,4,3.6,4,29,4,18,3,164.7,3,8.7,4,55.1,3,19.1,4,75.1,4,9.9,3,17.8,3,7131,3852
1,83,9,4,1.5,4,14.7,4,5.2,4,1.4,3,25.6,3,15.6,4,7.3,4,7.9,4,-1111.1,-1,-1111.1,-1,4,3,3.3,4,20.5,3,18.7,3,167.7,3,4.6,4,48.2,3,29.8,4,62.9,3,13.4,4,20.4,3,4244,2826
1,85,11.6,4,2.4,4,20.2,4,9.9,4,0.5,3,65,4,23.5,3,12.6,4,-1111.1,-1,14.8,4,-1111.1,-1,7.9,4,4.7,4,19.9,3,14.2,3,112.1,3,28,4,45.4,3,49.2,4,62.5,3,8.2,3,25.6,3,2108,1364
1,87,11.1,4,2.6,4,17.5,4,9.3,4,1.6,4,60.5,4,30.2,4,13,4,-1111.1,-1,14.2,4,-1111.1,-1,7.2,4,5.8,4,25.9,4,30.8,4,243.7,4,24.8,4,57.1,3,22.8,3,67.4,4,11.7,3,31.6,4,3113,2801
1,89,9.2,4,1.5,4,15.1,4,4,4,2.3,4,29.3,3,8.5,3,9.1,4,6.5,4,16.3,4,-1111.1,-1,5.5,4,3.6,4,30.9,4,17,3,114.2,3,6,4,58.2,4,16.5,4,60,4,10.6,3,20.4,3,10693,6626
1,91,11.2,4,2,3,17.5,4,7,3,1.1,4,49.2,4,22.9,3,12.2,4,7.1,3,14.7,4,-1111.1,-1,7.8,4,4.4,4,26.5,4,17.5,3,175.7,3,13.5,4,64.9,4,39.2,4,84.9,4,4.8,3,32.1,4,3318,2600
1,93,8.2,4,1.8,4,12.5,4,4.8,3,1.2,3,16.4,3,8,3,8.8,4,8.1,4,-1111.1,-1,-1111.1,-1,3.3,3,5.5,4,24.6,3,17.8,3,198.9,4,-1111.1,-1,75.2,4,40.2,4,61.7,3,13.4,3,40.5,4,1825,1887
1,95,8.3,4,1,3,14.3,4,6.8,4,1,3,27.9,3,21.5,4,7.9,3,7.9,4,-1111.1,-1,7.7,4,4,3,4,4,16.6,3,16.4,3,151.9,3,3.4,3,75.9,4,30.5,4,84.7,4,15.7,4,26.8,4,6319,4669
1,97,11.3,4,2.7,4,18.1,4,6,4,1.6,3,41.4,3,15,3,10,4,7.4,4,13.7,3,-1111.1,-1,5.7,4,4.3,4,30.1,4,20.6,4,186.8,4,14.8,4,65.3,4,23.9,4,60.9,3,10.9,3,26.9,4,17569,11805
1,99,10.9,3,2.1,4,17.9,4,8.1,3,0.8,3,44.3,3,25.9,4,7.8,3,5.6,3,10.2,3,-1111.1,-1,4.4,3,3.4,3,21.7,3,19.5,3,172.4,3,13.7,4,56.8,3,26.2,3,61.9,3,12.6,4,22,3,3601,2481
1,101,10.4,4,2.3,4,15.9,4,5.5,3,1.4,3,47.9,4,17.7,3,9.5,4,6.1,3,11.6,3,-1111.1,-1,6.6,4,2.9,3,28.9,4,18.6,3,171.6,3,13.7,4,59.6,4,19.1,3,56.2,3,10.2,3,19.4,3,9959,6207
1,103,8.7,4,1.5,3,14.3,4,5.3,4,1.3,3,29,3,20,4,5.2,3,4.9,3,5.1,3,7.6,4,2.5,3,2.7,4,24.9,3,20.7,4,127.1,3,7.3,4,70.7,4,16.1,4,59.5,3,15.5,4,22.5,4,4421,3171
1,105,11.9,4,2.7,4,18.3,4,10.7,4,2,4,67.7,4,30.8,4,10.2,4,22.8,4,7.6,3,-1111.1,-1,7.9,4,2.3,3,29.9,4,27.7,4,149,3,17.8,4,50.3,3,39.8,4,110.1,4,-1111.1,-1,32.7,4,2003,1595
1,107,11.5,4,2.4,4,16.9,4,9.2,3,0.8,3,48.6,3,20.9,4,8.2,3,2.5,3,13.3,4,-1111.1,-1,4.3,3,3.9,4,17.7,3,17.1,3,122.9,3,7.5,3,55.1,3,38.6,4,51.7,3,9.9,3,19.8,3,2850,2556
1,109,9.3,4,2,4,16.7,4,6.8,4,1,3,47.9,4,23.1,4,9.1,4,4.6,3,14.7,4,-1111.1,-1,5.8,4,3.4,4,23.5,4,24.9,4,173.3,3,10.2,4,48.4,3,31.4,4,67.9,3,11.9,3,18.8,3,2078,1603
1,111,9.8,4,2.1,4,16,4,7.8,4,0.5,3,34.9,4,16.6,3,9,4,6.8,3,14.7,4,-1111.1,-1,5.5,4,3.5,3,30.9,4,23.7,4,204.9,3,10.6,4,51.9,3,41.6,4,64.4,4,17.3,4,31.4,4,2873,2612
1,113,10.3,4,2.6,4,14.7,4,6.2,4,0.9,3,41.6,3,24.2,4,12.9,4,10.4,4,17.3,4,-1111.1,-1,9.1,4,3.8,4,29.6,4,25.9,4,111.8,3,14.2,4,75.4,4,24.2,3,73.7,4,12.3,4,18.8,3,3406,2837
1,115,8.2,4,1.8,4,12.5,3,4.9,4,1.3,3,23.3,3,14.4,3,9.3,4,9.2,4,-1111.1,-1,-1111.1,-1,6.9,4,2.4,3,20,3,19.5,3,167.4,3,-1111.1,-1,78.8,4,23.6,4,79.7,4,13.3,4,24,4,4196,3134
1,117,7.1,4,1.6,4,12.7,4,2,3,2.1,3,12.5,3,12,4,6.4,4,4.9,3,17,4,-1111.1,-1,4.1,4,2.3,4,25.1,3,17.8,3,146.8,3,3,4,52.6,3,17.8,4,67.1,4,8.1,3,24.9,4,7311,2886
1,119,11.4,4,2.4,4,18.5,4,8.6,3,1.5,4,63.1,4,29.7,4,14.4,4,-1111.1,-1,16.6,4,-1111.1,-1,9.8,4,4.6,4,24.3,3,17.8,3,147.3,3,15,4,57.1,4,42.7,4,67.8,4,9.9,3,33.3,4,2175,1666
1,121,11.4,4,2.1,4,16.6,4,6.9,4,0.8,3,42.2,3,22.1,4,10,4,8.5,4,13.1,3,-1111.1,-1,5.5,4,4.4,4,26,3,20.1,3,154.1,3,9.4,4,63.6,3,29.8,4,84.3,4,9.6,3,26.6,4,5411,4456
1,123,10.6,4,2.2,4,16.3,4,6.5,4,1.2,3,41,4,13.5,3,7.9,4,2.5,3,17.1,4,-1111.1,-1,6,4,2,3,30.8,4,19.5,3,177.4,3,11.9,4,65.7,4,24.8,3,71.7,4,15.1,4,26.6,4,2521,2715
1,125,10.9,4,2.3,4,17.8,4,4.1,3,1.6,4,34.3,3,15.8,3,12.9,4,7.4,4,23,4,-1111.1,-1,9.7,4,3.2,4,24.7,3,19.4,3,161.6,3,5.2,3,68.2,4,18.2,3,70.5,4,11.9,3,25,3,6587,4532
1,127,8.5,4,1.8,4,12.6,4,5.6,4,0.9,3,21,3,11.6,3,12.1,4,10.9,4,24.5,4,-1111.1,-1,5.9,4,6.2,4,22.8,3,18.3,3,206.2,4,7.3,4,78.3,4,41.6,4,64.2,4,17.8,4,32.4,4,4542,4687
1,129,8.7,4,1.8,4,16.4,4,6.1,3,1.2,4,33.6,3,21.5,3,9.8,4,8.1,4,12.2,4,-1111.1,-1,5.6,4,4.2,4,26.3,4,16.6,3,182.9,3,11.6,4,58.5,4,34.8,3,67.3,4,10.2,3,23.1,3,2429,1684
1,131,11.1,4,2.3,4,17.3,4,10.9,4,1.1,4,68.1,4,30.3,4,11.3,4,-1111.1,-1,12.6,4,-1111.1,-1,5.4,4,5.9,4,35,4,22.1,3,143.1,3,23.8,4,44.6,3,50.4,4,71,4,-1111.1,-1,22.2,3,2258,1609
1,133,7.8,3,1.7,4,11.6,3,6.3,4,0.9,3,17.4,3,10.4,3,7.3,3,7.5,4,-1111.1,-1,-1111.1,-1,5.4,4,1.9,3,17.5,3,16.7,3,197.2,3,4.3,3,70.9,4,45.3,4,58.2,3,13.7,3,31.3,4,2873,2786
2,13,3.6,3,-1111.1,-1,9.9,3,3.6,3,-1111.1,-1,47.3,4,17.7,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,222,73
2,16,5,3,-1111.1,-1,8.2,3,2.2,3,2.9,4,28.2,4,18.9,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,189.5,4,-1111.1,-1,49.1,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,97.1,4,418,139
2,20,6.3,3,1.1,3,10.1,3,2.9,4,3,3,32.2,4,15,4,5.9,4,5.6,4,1.7,3,2.4,3,2.3,3,3.6,4,21.6,3,15,3,116.6,3,6.2,4,56.3,4,16.4,4,63.3,4,15.8,4,31.7,4,12633,3631
2,50,5.1,3,1.1,3,14.3,4,4.5,3,2.4,4,43.4,3,29.8,4,12.9,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,6.7,4,6.2,4,-1111.1,-1,40.4,4,91.2,3,12.1,4,65.5,4,19.2,3,63.4,4,34.3,4,98.7,4,4132,816
2,60,-1111.1,-1,-1111.1,-1,7.5,3,3.8,4,4.3,4,28.5,4,12.6,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,186,50
2,68,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,30.4,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,26,6
2,70,6.6,4,1.7,4,12.3,4,6.3,4,2.4,4,45.6,4,28.1,4,11.4,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,9.1,4,2.3,3,-1111.1,-1,42.5,4,116.9,3,-1111.1,-1,60.9,4,22.5,3,97.9,4,21.8,4,98.9,4,1003,251
2,90,5.5,3,1,3,9.4,3,2.8,4,2.2,3,23.7,3,20.4,4,6.9,4,6.4,4,3.7,3,-1111.1,-1,4.1,4,2.8,4,24.7,3,17.7,3,137,3,5.9,4,56,4,17.6,4,55,3,14.7,4,35.5,4,7530,1667
2,100,5.6,3,-1111.1,-1,8.2,3,2.5,3,4.5,4,29.3,4,24.9,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,142.5,3,-1111.1,-1,61.7,4,-1111.1,-1,54.3,4,-1111.1,-1,49.9,4,198,143
2,110,4.6,3,0.6,3,8.3,3,2.7,3,3.4,4,32.2,4,11.1,3,6.9,4,6.2,4,-1111.1,-1,-1111.1,-1,3.9,4,3,4,20.1,3,25.7,4,86.2,3,-1111.1,-1,45.4,3,13.7,3,50.4,3,9.5,3,26.7,4,2029,678
2,122,4.9,3,0.7,3,9.4,3,3.1,3,3.1,4,27.7,3,19.7,3,6.6,4,7.2,4,-1111.1,-1,-1111.1,-1,3.5,3,3.1,4,20.1,3,16.1,3,164.3,4,3.8,3,68.1,4,22.4,3,58.7,4,25.2,4,41,4,3178,1423
2,130,4,3,0.7,3,8.4,3,4.6,4,2.6,3,32.7,4,15.3,4,6.4,3,6.8,4,-1111.1,-1,-1111.1,-1,2.9,3,3.5,4,30.8,4,30.5,4,166,3,6.3,4,55.2,3,11.5,3,53.2,3,16.4,4,46.5,4,1960,900
2,150,6.3,3,1.4,4,10.6,4,2.8,3,3.6,4,26.1,4,22.7,4,6.9,4,6.8,4,-1111.1,-1,-1111.1,-1,4.6,4,2.3,4,30.9,4,30.3,4,124.8,3,-1111.1,-1,51.2,4,13.9,3,69.4,4,10.1,3,50.6,4,2449,496
2,164,4.1,3,-1111.1,-1,9.9,3,9.6,4,2.7,4,46.9,4,24.3,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,216.8,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,182.1,4,292,139
2,170,5.6,3,0.9,3,9.7,3,3.6,3,3.3,4,28.9,3,24,4,5.4,3,4.8,3,-1111.1,-1,-1111.1,-1,3.2,3,2.2,3,29.6,4,26,4,138.9,3,5.3,4,50.4,4,25.9,3,53.6,4,19.4,3,38.5,4,4111,1492
2,180,5.4,3,1.3,4,13.6,4,7.6,4,1.8,3,59.9,4,24.8,4,11.2,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,2.1,3,9.1,4,-1111.1,-1,40.8,4,135.6,3,-1111.1,-1,80.4,4,28.6,3,59.5,3,63.8,4,95.5,4,2067,599
2,185,5.2,3,1.4,4,12.7,4,7.3,4,1.6,3,58.1,4,25.5,4,9.5,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,2.2,3,7.3,4,-1111.1,-1,-1111.1,-1,137.7,3,-1111.1,-1,101.9,4,32.6,4,31.8,3,35.7,4,66.7,4,1487,333
2,188,6.1,3,1.2,4,13,4,7.3,4,2.1,4,61.1,4,26.9,4,11,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,4.8,4,6.2,4,-1111.1,-1,43.3,4,120.2,3,-1111.1,-1,59.6,4,21.7,3,85.1,4,67.4,4,78,4,1631,394
2,201,5.1,3,0.7,3,8.5,3,5.4,4,2.8,4,41.8,4,29.2,4,9.4,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,2.7,3,6.7,4,-1111.1,-1,-1111.1,-1,151.8,4,-1111.1,-1,34.1,3,-1111.1,-1,-1111.1,-1,15.9,3,45.3,4,849,251
2,220,3.8,3,0.5,3,8.3,3,2.2,3,2.5,4,31.2,4,18.4,3,6.6,4,2.9,3,-1111.1,-1,-1111.1,-1,2.8,3,3.8,4,-1111.1,-1,25.3,4,170.1,4,-1111.1,-1,49.7,4,-1111.1,-1,77.3,4,16.7,4,44.8,4,1205,483
2,232,2.1,3,-1111.1,-1,9.3,3,3.9,3,3.5,4,40.4,4,24.6,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,119.1,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,43,3,-1111.1,-1,50.7,4,285,161
2,240,5.3,3,0.9,4,8.4,3,2.8,3,5.7,4,24.7,3,37.5,4,5.8,4,7.8,4,-1111.1,-1,-1111.1,-1,2.3,3,3.5,4,-1111.1,-1,-1111.1,-1,151.8,4,-1111.1,-1,43,3,33,4,79.9,4,33.1,4,42,4,980,322
2,261,6.4,4,0.6,3,8.4,3,3,3,3.9,4,28.6,4,18.3,3,5,3,4.9,3,-1111.1,-1,-1111.1,-1,2.5,3,2.5,4,-1111.1,-1,-1111.1,-1,146.6,4,-1111.1,-1,66.7,4,36.7,4,44,3,13.1,3,58.4,4,1315,480
2,270,5.9,3,1,3,14.7,4,7.3,3,2.2,4,58.9,4,34.8,4,10.3,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,3.1,3,7.2,4,-1111.1,-1,46.3,4,101.3,3,18.3,4,83.6,4,15.9,3,-1111.1,-1,66.5,4,74.1,4,2158,358
2,280,3.1,3,0.5,3,7,3,2.8,3,3.1,4,28.6,4,18.7,3,4.1,3,5.9,4,-1111.1,-1,-1111.1,-1,1.4,3,2.8,4,-1111.1,-1,24.1,4,140.5,3,-1111.1,-1,61.9,4,-1111.1,-1,56.8,4,18,4,71,4,826,451
