State_FIPS_Code,County_FIPS_Code,LBW,LBW_Ind,VLBW,VLBW_Ind,Premature,Premature_Ind,Under_18,Under_18_Ind,Over_40,Over_40_Ind,Unmarried,Unmarried_Ind,Late_Care,Late_Care_Ind,Infant_Mortality,Infant_Mortality_Ind,IM_Wh_Non_Hisp,IM_Wh_Non_Hisp_Ind,IM_Bl_Non_Hisp,IM_Bl_Non_Hisp_Ind,IM_Hisp,IM_Hisp_Ind,IM_Neonatal,IM_Neonatal_Ind,IM_Postneonatal,IM_Postneonatal_Ind,Brst_Cancer,Brst_Cancer_Ind,Col_Cancer,Col_Cancer_Ind,CHD,CHD_Ind,Homicide,Homicide_Ind,Lung_Cancer,Lung_Cancer_Ind,MVA,MVA_Ind,Stroke,Stroke_Ind,Suicide,Suicide_Ind,Injury,Injury_Ind,Total_Births,Total_Deaths
20,109,4.5,3,1.5,4,8.3,3,1.5,3,2.7,4,16.6,3,12.2,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,31.4,4,195.2,4,-1111.1,-1,38,3,42.7,4,46.1,3,-1111.1,-1,-1111.1,-1,337,389
20,111,6.6,3,1,3,10.8,3,4.6,4,1.2,3,36.3,4,20.8,4,3.7,3,3.9,3,-1111.1,-1,2.7,4,2.6,3,1.1,3,22.7,3,17.3,3,136.2,3,6.1,4,52.3,3,21.5,3,47.8,3,14.5,4,17.7,3,2681,1459
20,113,6.9,4,1.3,4,10.5,4,2.8,4,1.9,4,22.1,3,10.1,3,5.2,4,4.9,3,-1111.1,-1,-1111.1,-1,2.9,3,2.3,4,28.2,4,14.1,3,150.6,3,-1111.1,-1,37.9,3,18.8,3,80.9,4,10.4,4,16.7,3,1725,1721
20,115,5.1,3,1,3,9.9,4,3,4,2.2,4,16.4,3,13.6,3,5.6,3,4.2,3,-1111.1,-1,-1111.1,-1,2.4,3,3.2,4,28,4,16.6,3,135.7,3,-1111.1,-1,43.7,3,37.5,4,57.3,3,8.2,3,27.2,4,1389,1849
20,117,6,4,1.1,4,10.3,4,3.4,4,1.3,3,21,3,12.2,3,5.1,3,5.2,3,-1111.1,-1,-1111.1,-1,3.1,3,2,3,28.2,4,25.3,4,177.3,3,-1111.1,-1,42.6,3,31.8,4,58.9,4,-1111.1,-1,15.1,3,1090,1577
20,119,6.4,4,1.2,4,8,3,3,4,1.9,3,17.2,3,23.7,4,8.4,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,3.4,3,5.1,4,34.9,4,-1111.1,-1,177.8,4,-1111.1,-1,35,3,44.2,4,39.5,3,-1111.1,-1,17.7,3,669,510
20,121,7.7,4,0.9,3,10.5,3,2.4,3,2.5,4,26.4,3,7.8,3,6.7,4,7.1,4,-1111.1,-1,-1111.1,-1,4.1,4,2.6,4,31.6,4,17.3,3,213.5,4,-1111.1,-1,43,3,33.4,4,43.5,3,16.3,4,17.9,3,1942,1259
20,123,5.8,3,0.6,3,9.4,3,3.1,4,2.4,4,20.6,3,14.2,3,3.3,3,3.4,3,-1111.1,-1,-1111.1,-1,3.3,3,0,3,27.1,4,17.6,3,165.4,3,-1111.1,-1,39.9,3,21.1,3,75.6,4,-1111.1,-1,16.9,3,669,1051
20,125,8.1,3,1.6,4,13.4,4,5,3,1.4,4,39.7,4,14.9,3,12.2,4,9,4,41.2,4,-1111.1,-1,7.6,4,4.6,4,21.6,3,25.4,4,171.4,3,-1111.1,-1,68.3,4,35.2,4,58.7,3,18.3,4,36.4,4,2370,2423
20,127,5.2,3,1.8,4,10.9,4,2.4,3,1.5,3,20.5,3,13.4,3,5.1,3,5.3,3,-1111.1,-1,-1111.1,-1,5.1,4,0,3,-1111.1,-1,18.3,3,157.6,3,-1111.1,-1,52.6,4,34.9,4,52,3,-1111.1,-1,14.8,3,669,798
20,129,5.4,3,1.1,4,10.1,3,5.1,4,2.3,4,23.2,3,32.5,4,3.9,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,3.9,4,0,3,-1111.1,-1,-1111.1,-1,287.7,4,-1111.1,-1,34.5,3,-1111.1,-1,48.6,3,-1111.1,-1,-1111.1,-1,569,320
20,131,5.6,4,1.1,4,8.9,3,1.8,3,2.3,4,12.9,3,9.9,3,5.6,3,5.7,3,-1111.1,-1,-1111.1,-1,4,3,1.6,3,23.1,3,14.2,3,148.2,3,-1111.1,-1,40.1,3,25.3,4,61.5,4,12.3,4,17.4,3,1413,1513
20,133,8.3,4,1.3,4,13.1,4,4,3,1.3,4,32.4,4,12.8,3,5.6,3,5.3,3,-1111.1,-1,-1111.1,-1,2.8,3,2.8,3,14.7,3,20.7,3,177.2,3,-1111.1,-1,64.3,3,30.1,3,64.8,3,13.5,4,26.6,3,1995,2088
20,135,6.2,4,-1111.1,-1,10,4,4.7,4,1.8,3,21.8,4,15.3,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,41.1,4,-1111.1,-1,151.8,4,-1111.1,-1,47.5,4,36.4,3,40.4,3,-1111.1,-1,20.3,3,340,501
20,137,5.5,3,0.9,3,8.6,3,2,3,1.8,4,20.6,3,10.4,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,31.4,4,23,4,137.8,3,-1111.1,-1,58.7,4,31.4,4,52.5,3,-1111.1,-1,23.3,4,549,741
20,139,6.6,4,1,4,10.4,4,3.4,4,1.6,4,26.9,4,8.1,3,6.4,4,6.6,4,-1111.1,-1,-1111.1,-1,3.5,4,2.9,4,27.8,4,19,3,153.6,3,-1111.1,-1,54.1,4,32.2,4,64.7,4,14.5,4,23.8,4,1908,1823
20,141,6.5,4,-1111.1,-1,12.3,4,3.5,4,2.3,4,23.9,4,8.8,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,47,4,21.5,4,259.1,4,-1111.1,-1,67.9,4,24,3,28.2,3,-1111.1,-1,21,3,398,773
20,143,8.3,4,2,4,12.8,4,2.9,4,2.9,4,23.8,4,8.5,3,4.8,3,5,3,-1111.1,-1,-1111.1,-1,1.6,3,3.2,4,27.7,4,17.5,3,255.4,4,-1111.1,-1,41.7,3,22.5,4,84.5,4,-1111.1,-1,16.3,3,688,798
20,145,6.1,4,0.8,3,9.9,3,5,4,1.4,3,28,4,15.1,4,11,4,10.4,4,-1111.1,-1,-1111.1,-1,6.3,4,4.7,4,31.7,4,15.2,3,151.6,3,-1111.1,-1,57.6,4,30.8,4,50.5,3,14.8,4,21.9,4,719,865
20,147,4.8,3,1.2,4,12,4,3.2,4,0.9,3,17.7,3,8.8,3,7,4,7.7,4,-1111.1,-1,-1111.1,-1,5.3,4,1.8,3,-1111.1,-1,24.1,4,162.9,3,-1111.1,-1,44.3,3,35.8,4,56.7,3,-1111.1,-1,31.1,4,648,931
20,149,5.7,4,1.3,4,9.5,3,2.3,3,4.1,4,15.7,3,12.8,3,7,4,6.2,3,-1111.1,-1,-1111.1,-1,6.2,4,0.8,3,28.1,4,23.7,4,162.8,3,-1111.1,-1,48.5,4,30.7,4,82.5,4,13.7,4,19.8,4,2699,1664
20,151,6.9,4,1.3,4,9.9,3,3,4,1.5,3,22.1,3,17.6,4,10,4,10.8,4,-1111.1,-1,-1111.1,-1,8,4,2,4,38,4,15.6,3,140.6,3,-1111.1,-1,48,4,15.8,3,41.9,3,20,4,19.1,3,1116,1181
20,153,5.3,3,-1111.1,-1,6.6,3,2.9,4,-1111.1,-1,18.9,3,12.8,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,35.7,4,21.6,4,150,3,-1111.1,-1,42.4,3,34,4,32.8,3,-1111.1,-1,28.2,4,243,413
20,155,7.3,4,1.3,4,11.8,4,3.5,3,1.5,3,35.5,4,15.2,4,6.2,3,5.6,3,-1111.1,-1,-1111.1,-1,4.3,3,1.9,3,26.5,4,18.7,3,125.6,3,-1111.1,-1,50.4,3,19.7,3,67.5,4,12.1,3,16.2,3,4221,3447
20,157,6.3,4,0.6,3,10.7,4,2.8,3,1.8,4,18.7,3,10.4,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,16.2,3,18.4,3,173.6,3,-1111.1,-1,38.4,3,25.7,3,74.6,4,-1111.1,-1,20.4,3,504,1039
20,159,7.4,4,0.6,3,10.6,4,4.5,4,2.1,4,28.2,4,18.7,4,5.4,3,6.1,3,-1111.1,-1,-1111.1,-1,4.5,4,0.9,3,20.7,3,18.2,3,148.4,3,-1111.1,-1,52.6,4,33.1,4,53.9,3,8.9,3,22.2,3,1232,1304
20,161,5.5,3,0.8,3,9.7,3,1.7,3,1.3,3,14.7,3,12.1,3,8.4,4,7,3,23,4,-1111.1,-1,5.2,4,3.2,4,21.3,3,15.6,3,125.4,3,-1111.1,-1,44.9,3,10.8,3,57.1,3,8.4,3,20.6,3,4648,1565
20,163,6.9,4,0.8,4,11.8,4,3.1,3,2.1,4,22,4,10,3,7.4,4,7.7,4,-1111.1,-1,-1111.1,-1,3.7,4,3.7,4,21.6,3,35.6,4,161.1,4,-1111.1,-1,32.8,3,40.1,4,62.4,4,-1111.1,-1,23.9,4,613,803
20,165,3.7,3,-1111.1,-1,10.4,4,2.3,3,1.4,3,23.9,4,13.9,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,19.1,3,213.3,4,-1111.1,-1,61.9,4,37.6,4,54,3,-1111.1,-1,23.1,4,347,566
20,167,7.1,4,1,4,11.1,4,3.6,4,1.1,3,27.5,4,10.8,3,1.5,3,1.6,3,-1111.1,-1,-1111.1,-1,1.5,3,0,3,38,4,19.8,3,189.9,4,-1111.1,-1,49,4,24.3,3,53.1,3,-1111.1,-1,14.4,3,720,1039
20,169,7.3,3,1.1,3,10.6,3,4.3,4,1.3,3,35.4,4,10.4,3,6.7,3,6.7,4,-1111.1,-1,-1111.1,-1,3,3,3.8,4,15.6,3,17.2,3,160.9,3,-1111.1,-1,53.6,3,15.5,3,65.7,4,10.8,3,20.7,3,3713,2455
20,171,8.6,4,0.9,3,11,4,3.9,4,1.8,3,24.2,4,28.3,4,6.7,3,5.7,3,-1111.1,-1,-1111.1,-1,3.4,3,3.4,4,-1111.1,-1,27.1,4,127.5,3,-1111.1,-1,45.9,4,25.7,4,47,3,-1111.1,-1,28.8,4,665,575
20,173,7.7,3,1.5,4,11.2,3,3.8,4,1.8,3,35.4,3,12.6,3,8.4,4,7.4,4,16.2,4,7.2,4,6.4,4,1.9,3,31.1,4,20.2,4,142.2,3,5.2,4,56.6,3,16.6,4,58.7,3,11.3,4,26,4,22574,11402
20,175,6.3,3,1.1,3,9.6,3,6.9,4,1.1,3,39.4,4,42.7,4,7.5,3,9.3,4,-1111.1,-1,6,4,5.5,4,2,3,29.6,4,17.5,3,197.4,3,-1111.1,-1,54.3,3,25.6,3,46.4,3,7.2,3,24,3,4931,1384
20,177,7.6,4,1.2,3,12.6,4,4.5,4,2,3,41.1,4,9.5,3,7.7,4,6.3,4,17.4,4,6.1,4,4,4,3.6,4,25.4,4,22.2,4,170,4,11.1,4,62.2,4,15.7,4,60.1,4,14.4,4,22.6,4,7414,5230
20,179,6.8,4,-1111.1,-1,9.7,3,-1111.1,-1,2.8,4,12.8,3,10.1,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,30.4,4,189.4,4,-1111.1,-1,22.2,3,-1111.1,-1,73.6,4,-1111.1,-1,-1111.1,-1,250,356
20,181,7.7,4,0.5,3,13.5,4,6.4,4,1.5,3,28.5,4,13.1,3,4,3,3.5,3,-1111.1,-1,-1111.1,-1,0,3,4,4,31.3,4,24.3,4,193.2,4,-1111.1,-1,46.8,4,21,3,32.4,3,15.3,4,22.1,3,839,703
20,183,4.8,3,-1111.1,-1,11.8,4,1.4,3,2,3,18.2,3,9.6,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,24.8,3,28,4,157.1,3,-1111.1,-1,42.1,3,34,4,65.3,4,-1111.1,-1,16.3,3,357,780
20,185,8.8,4,1.3,4,10.6,4,4.6,4,2.1,4,27.7,4,21.1,4,10.9,4,12.7,4,-1111.1,-1,-1111.1,-1,10.9,4,-1111.1,-1,-1111.1,-1,27,4,229.7,4,-1111.1,-1,49.9,4,-1111.1,-1,96.3,4,-1111.1,-1,19.2,3,520,750
20,187,6.9,4,1.2,4,10.1,3,3.9,4,2.2,4,23.9,4,21.1,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,165.5,4,-1111.1,-1,-1111.1,-1,63.9,4,48.6,3,-1111.1,-1,-1111.1,-1,406,189
20,189,7.8,4,1,3,10.7,3,6.7,4,1.5,4,27.7,3,31.8,4,5,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,2.5,3,2.5,4,-1111.1,-1,-1111.1,-1,180.2,3,-1111.1,-1,36.4,3,50.6,4,49.5,3,-1111.1,-1,-1111.1,-1,875,464
20,191,6.2,4,0.9,3,9.4,3,2.7,3,1.8,4,30.8,4,9.7,3,4.3,3,4.6,3,-1111.1,-1,-1111.1,-1,2.5,3,1.8,3,38.1,4,21.8,4,173.7,4,-1111.1,-1,51.2,4,35.2,4,66.6,4,15.5,4,24.7,4,1622,1412
20,193,6.8,3,1.1,3,10,3,2.3,3,2,4,25,3,10.7,3,8.4,4,8.7,4,-1111.1,-1,-1111.1,-1,5.2,4,3.1,4,19.1,3,23,4,156.5,3,-1111.1,-1,46.7,3,30,4,58.4,3,15.7,4,20.8,3,1065,775
20,195,6,4,-1111.1,-1,8.3,3,3.7,4,3.3,4,19.9,4,7,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,17.4,3,165.2,3,-1111.1,-1,43.4,3,-1111.1,-1,71.1,4,-1111.1,-1,-1111.1,-1,301,494
20,197,4.7,3,0.5,3,8,3,3,4,3.1,4,17.2,3,8.8,3,0,3,0,3,-1111.1,-1,-1111.1,-1,0,3,0,3,30.8,4,16.7,3,181.3,4,-1111.1,-1,55.5,4,22.5,3,58.9,4,16.4,4,25.4,4,762,682
20,199,8.1,4,-1111.1,-1,12.2,4,2.3,3,5,4,13.1,3,19.4,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,190.9,4,-1111.1,-1,43,4,-1111.1,-1,66.5,4,-1111.1,-1,-1111.1,-1,222,205
20,201,6.4,4,1,4,12.3,4,2.4,3,1.6,4,11,3,12.3,3,1.6,3,1.7,3,-1111.1,-1,-1111.1,-1,0,3,1.6,3,22.8,3,19.9,3,173.1,3,-1111.1,-1,46.6,3,39.8,4,62.4,4,-1111.1,-1,24.5,4,673,1021
20,203,9.4,4,-1111.1,-1,14,4,5.1,4,1.9,3,25.9,4,23.9,4,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,106.4,3,-1111.1,-1,50.6,4,-1111.1,-1,39,3,-1111.1,-1,-1111.1,-1,371,226
20,205,6.6,3,1.2,3,12,4,6.2,4,1.9,4,31.3,4,16.6,3,12.3,4,11.8,4,-1111.1,-1,-1111.1,-1,5.7,4,6.6,4,16.7,3,20.2,3,229,4,-1111.1,-1,60.2,3,35.5,4,62.9,3,15.8,4,31.6,4,1173,1485
20,207,6.4,3,-1111.1,-1,12.5,4,3.9,3,-1111.1,-1,29.8,4,13.4,3,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,-1111.1,-1,35.4,4,-1111.1,-1,152.9,3,-1111.1,-1,41,3,41.5,4,53.1,3,-1111.1,-1,31.3,4,359,603
20,209,7.9,3,1.5,4,11.6,3,6.6,4,1.4,3,53.5,4,20.4,4,10.1,4,8,4,15.1,4,8.6,4,7.2,4,2.9,4,26.7,4,23.1,4,148.6,3,25.9,4,79.3,4,16.5,3,70.8,4,17.1,4,23.7,3,8477,4669
21,1,7.9,3,1.6,4,11.3,3,6,3,1.3,4,23.3,3,14.8,3,10.5,4,10.9,4,-1111.1,-1,-1111.1,-1,6.3,3,4.2,4,17.1,3,21.4,3,177.3,3,6.8,4,77.7,4,26.6,4,68.3,3,11.7,3,30.5,4,2127,1740
21,3,7.5,3,1.2,3,10.8,3,5.2,3,1.1,4,22.8,3,22.1,4,7.3,3,7.4,4,-1111.1,-1,-1111.1,-1,5.8,4,1.5,3,24.2,3,24.4,4,213.8,4,-1111.1,-1,83,4,35,4,87.3,4,14.6,4,31.4,4,2267,1913
21,5,6.8,3,1.3,3,11.8,4,3.7,4,1.3,3,20.9,3,12.2,4,5,3,4.7,3,-1111.1,-1,-1111.1,-1,2.7,3,2.3,4,20.2,3,23.4,4,180.3,4,-1111.1,-1,69.3,4,29.4,4,62.8,4,12.5,3,23.1,4,2446,1508
21,7,9,4,1.7,4,12,4,2.8,3,1.1,4,25.1,3,6.9,3,2.3,3,2.4,3,-1111.1,-1,-1111.1,-1,2.3,3,0,3,-1111.1,-1,32.2,4,266.7,4,-1111.1,-1,78.2,4,34.1,4,78.4,4,16.6,4,22.3,3,987,1117
21,9,8.3,3,2,4,10.4,3,4.3,3,1.5,4,26.1,3,11.2,3,4.6,3,4.5,3,-1111.1,-1,-1111.1,-1,2.9,3,1.7,3,25.5,4,15.6,3,197.8,3,6.4,4,73.2,4,19.2,3,61.7,3,10.1,3,25.4,4,2400,2089
21,11,9.2,4,1.8,4,12.9,4,5.3,3,1.2,4,26.7,3,18.2,4,10.5,4,10.7,4,-1111.1,-1,-1111.1,-1,8.3,4,2.3,3,36.9,4,25.7,4,228.8,3,-1111.1,-1,84.3,4,34,4,76,4,12,3,24.5,3,1445,1237
21,13,8.3,3,1.8,3,13,3,5.7,3,0.4,3,32.1,3,11.2,3,9.2,4,8.9,4,-1111.1,-1,-1111.1,-1,5.4,3,3.8,4,31.3,4,24,4,279.4,4,8,4,94.2,4,29.7,3,60.6,3,13.3,4,52.6,4,1841,1850
21,15,6.3,3,1.3,4,10.7,3,2.4,4,2,3,21.7,3,6.7,3,6.4,4,6.8,4,-1111.1,-1,-1111.1,-1,4.7,4,1.8,4,28,4,24.6,4,179,4,2.8,4,76.1,4,10.4,3,66.7,4,7.1,3,19.4,4,7302,2710
21,17,7.7,3,1.1,3,12.2,3,4.3,3,1.3,4,32.9,4,23.8,4,8.4,4,7.3,4,-1111.1,-1,-1111.1,-1,5.1,3,3.2,4,29.5,4,31,4,229.1,4,-1111.1,-1,84.2,4,36,4,60.4,3,10.4,3,24.2,3,2392,2035
21,19,9.4,4,1.3,3,15.4,4,3.9,3,0.8,3,31,3,9.4,3,7.7,4,7.2,4,-1111.1,-1,-1111.1,-1,4.6,3,3.2,4,32.9,4,27.1,4,191.7,3,-1111.1,-1,84,4,17.5,3,106,4,9.9,3,35.4,4,2844,3037
21,21,8.7,4,1.5,4,13.8,4,3.9,3,1.5,4,33.1,4,14,3,5.2,3,5.8,3,-1111.1,-1,-1111.1,-1,1.9,3,3.2,4,15.5,3,22,4,170.8,3,-1111.1,-1,86,4,24.3,4,75.7,4,10.6,3,23.3,3,1551,1549
21,23,10.2,4,2.3,4,13,4,6,4,1,3,29,4,15.9,3,13.3,4,13.4,4,-1111.1,-1,-1111.1,-1,6.1,4,7.2,4,-1111.1,-1,22.6,4,281.3,4,-1111.1,-1,79.8,4,29.9,4,63.4,3,-1111.1,-1,17,3,1083,898
21,25,8.6,3,1.6,3,13.3,3,7.9,3,1,3,31.3,3,18.1,3,9.7,3,9.8,4,-1111.1,-1,-1111.1,-1,6.1,3,3.6,4,25.1,3,27.6,4,276.7,4,6.5,3,119.3,4,44,4,55.1,3,15.3,4,47.8,4,1874,1752
21,27,7.7,3,1.4,4,12.4,4,4.3,3,1.1,4,28.1,3,18.2,3,5.6,3,5.8,3,-1111.1,-1,-1111.1,-1,3.5,3,2,3,30.3,4,30.7,4,245.2,3,-1111.1,-1,75.9,4,30.4,3,87.7,4,18.2,4,21.5,3,2179,1892
21,29,7.2,4,1.4,4,11.9,4,3.1,4,1.2,3,28.3,4,8.2,3,5.3,3,5.4,4,-1111.1,-1,-1111.1,-1,4.3,4,1.1,3,26.8,4,23.9,4,200.2,4,3.6,4,77.8,4,18.3,4,55.6,3,10.9,4,21.9,4,3763,1888
21,31,7.9,3,1.1,3,11.4,3,7.3,4,1.1,4,24.2,3,20.4,4,9.9,4,10,4,-1111.1,-1,-1111.1,-1,7,4,2.8,4,25.4,3,21.9,4,239.3,4,-1111.1,-1,92.5,4,39.1,4,61.2,3,17.2,4,21.9,3,1572,1313
21,33,7.3,3,1.2,4,12.6,4,6.3,4,0.7,3,26.1,3,12.5,3,4.7,3,4.2,3,-1111.1,-1,-1111.1,-1,3.1,3,1.6,3,29.7,4,25.3,4,249.7,4,-1111.1,-1,70.3,4,30.1,4,83,4,16,4,23.1,3,1455,1765
21,35,7.2,3,1,3,12.3,3,3.2,3,1.6,4,25.9,3,16.3,4,3.5,3,3.2,3,-1111.1,-1,-1111.1,-1,1.2,3,2.3,3,21.5,3,22.3,3,198.2,3,-1111.1,-1,48.8,3,17.6,3,54.4,3,16.4,4,23.5,3,1724,1779
21,37,7.6,3,1.3,3,12,3,3.9,3,1.7,4,33.6,4,8.7,3,7.1,3,7,4,-1111.1,-1,-1111.1,-1,5.4,4,1.8,3,26.2,4,28.5,4,187,3,2.5,3,81,4,9,3,73,4,11.8,3,26.6,4,6163,4342
21,39,5,3,1,3,9.6,3,6.4,4,1,3,22,3,19.2,4,1.8,3,1.9,3,-1111.1,-1,-1111.1,-1,0,3,1.8,3,-1111.1,-1,28.2,4,243.4,4,-1111.1,-1,65.5,4,25.6,3,108.7,4,20.9,4,31.8,4,605,715
21,41,7.9,3,1.4,3,12.4,3,5.7,3,1.1,4,39,4,18.2,3,6.4,3,6,3,-1111.1,-1,-1111.1,-1,4,3,2.4,3,28.4,4,27.9,4,280.3,4,-1111.1,-1,73.2,3,28.5,3,69.8,4,20.2,4,25.4,3,1385,1111
21,43,7.5,3,1.5,3,13.1,3,4.8,3,0.8,3,28.3,3,12.2,3,8.4,4,7.9,4,-1111.1,-1,-1111.1,-1,3.9,3,4.5,4,31.3,4,23.9,4,216.7,3,9.7,4,95.1,4,36.9,4,76.5,4,13.4,4,31.9,4,1784,1467
21,45,6.8,3,1,3,11.8,3,6.8,4,1.7,4,24.3,3,26.5,4,5.7,3,5.3,3,-1111.1,-1,-1111.1,-1,4,3,1.7,3,22,3,21,3,206.6,3,10.8,4,84.5,4,36.3,4,60.5,3,17.3,4,33.4,4,1969,1759
21,47,8.7,4,1.5,4,13.2,4,3.2,3,0.9,3,24.5,3,19.5,4,6.3,3,5.8,3,7.4,3,-1111.1,-1,3.1,3,3.2,4,27.3,4,20.4,4,232.6,4,6.8,4,78.9,4,18.8,3,62.4,3,11,3,26.1,4,7771,2993
21,49,9,4,1.3,3,15,4,5.1,4,1.3,3,30.7,3,10,3,7.1,3,7.1,4,-1111.1,-1,-1111.1,-1,4.2,3,2.8,4,21.5,3,22.2,4,201.7,4,-1111.1,-1,72.3,4,24.7,4,63.6,3,13.9,4,26,4,2118,1584
21,51,10.4,4,2.2,4,15,4,7.8,3,0.9,3,27.7,3,17.8,3,12.2,4,12,4,-1111.1,-1,-1111.1,-1,8.1,4,4.1,4,33,4,16.4,3,219.4,3,14.4,4,84,4,34,4,58.1,3,8.1,3,37.2,4,3047,2218
21,53,6.9,3,1.1,3,12,3,5.8,3,0.7,3,23.9,3,11.8,3,7.2,3,7.4,3,-1111.1,-1,-1111.1,-1,3.6,3,3.6,4,40,4,24,4,229.2,4,-1111.1,-1,66.4,3,32.8,4,58.6,3,17.8,4,26.6,3,1229,1118
21,55,6,3,1.7,4,9.5,3,5.9,4,2.4,4,23.4,3,23.6,4,8,4,8.1,4,-1111.1,-1,-1111.1,-1,5.7,4,2.3,3,34.2,4,23.1,4,286.6,4,-1111.1,-1,82.3,4,36.6,4,78.7,4,9.9,3,32.3,4,988,1238
21,57,7.2,3,1.3,3,12.3,3,6.3,3,1.3,4,30.1,3,12.4,3,4.1,3,4.2,3,-1111.1,-1,-1111.1,-1,4.1,3,0,3,-1111.1,-1,24.1,4,324.1,4,-1111.1,-1,60.8,3,47.9,4,66.4,4,21.4,4,30.3,4,825,996
21,59,8.1,3,1.2,3,13.2,4,4.1,3,1.4,4,36.2,4,8.1,3,7.4,3,7.2,4,-1111.1,-1,-1111.1,-1,4.4,3,2.9,4,29.6,4,20.9,4,162.7,3,3.5,4,78.8,4,14.6,3,67.6,4,11.8,3,23.8,3,6580,4509
21,61,7.1,3,1,3,11.5,3,5.2,3,1.2,4,22.8,3,18.1,3,4.4,3,4.5,3,-1111.1,-1,-1111.1,-1,2.6,3,1.8,3,22.2,3,22.3,4,169.3,3,-1111.1,-1,79.7,4,19.6,3,64,3,-1111.1,-1,26.3,3,1261,1087
21,63,7.3,3,1.3,3,14.3,4,6.7,3,1.2,4,23.4,3,15.8,3,4.4,3,4.5,3,-1111.1,-1,-1111.1,-1,4.4,3,0,3,-1111.1,-1,20.5,3,138,3,-1111.1,-1,100.4,4,34.2,3,63.6,3,-1111.1,-1,47.7,4,749,664
21,65,9.1,4,1.4,4,13.2,4,6.3,4,1,4,30.6,3,15.3,3,6.4,3,5.9,3,-1111.1,-1,-1111.1,-1,4.1,3,2.3,3,32.1,4,23.4,4,280.8,4,6.7,4,85.9,4,26.1,3,85.1,4,19.7,4,26.8,3,1909,1705
21,67,8.6,4,1.5,4,14.2,4,3,3,1.9,4,33.6,3,15.7,4,6.1,3,5.5,3,8.8,3,7.2,4,3.9,3,2.3,4,26.7,4,18.8,3,180,4,5.7,4,73,4,10.9,3,58.5,3,10,3,26.6,4,11105,6005
21,69,6.6,3,1,3,9.7,3,4.5,3,1.3,4,25.4,3,19.1,4,3.2,3,3.3,3,-1111.1,-1,-1111.1,-1,1.3,3,1.9,3,35.7,4,28.7,4,225.6,3,-1111.1,-1,66.9,3,35.2,4,69.9,4,12.4,3,23.6,3,1729,1450
21,71,8.7,3,1.2,3,12.9,3,5.5,3,1,3,27.1,3,12.2,3,5.9,3,5.6,3,-1111.1,-1,-1111.1,-1,3.3,3,2.6,3,33.9,4,22.4,3,219.1,3,-1111.1,-1,112.1,4,30.8,4,64.7,3,14.7,4,40.9,4,2722,2410
21,73,8.3,4,2.1,4,13,4,3.5,3,1.4,3,35.2,4,16,4,8.6,4,8.9,4,-1111.1,-1,-1111.1,-1,6,4,2.6,4,27.7,4,22.7,4,187.5,4,-1111.1,-1,86.8,4,17.4,3,68.3,4,16.5,4,25.6,4,3021,2337
21,75,9.8,4,1.2,3,14.4,4,7.9,4,1,3,42.3,4,27.2,4,8.9,4,11.1,4,-1111.1,-1,-1111.1,-1,4.4,4,4.4,4,33.6,4,22.9,4,289.4,4,-1111.1,-1,76.8,4,39.5,4,61.5,3,18.3,4,33.1,4,979,1158
21,77,8.5,4,1.6,4,11.5,3,5.9,3,1,3,32.1,3,12.7,3,2,3,2.1,3,-1111.1,-1,-1111.1,-1,2,3,0,3,31,4,32.7,4,274.7,4,-1111.1,-1,123.9,4,26.5,3,49,3,25.5,4,30.6,4,1089,722
